"EC","total_genes","present_genes","percent"
"1.1.1.181",1,0,0
"1.14.14.23",1,0,0
"1.14.14.29",1,0,0
"1.14.15.15",1,0,0
"1.17.99.3",1,0,0
"1.3.1.3",1,0,0
"2.3.1.176",1,0,0
"2.3.1.65",1,0,0
"3.1.2.2",1,0,0
"3.1.2.27",1,0,0
"4.2.1.107",1,0,0
"4.2.1.119",1,0,0
"5.1.99.4",1,0,0
"6.2.1.7",1,0,0
