"EC","total_genes","present_genes","percent"
"2.7.1.1",1,1,100
"2.3.2.31",2,0,0
"2.7.1.153",2,0,0
"2.7.11.1",1,0,0
"2.7.11.10",1,0,0
"3.1.4.11",6,0,0
