"EC","total_genes","present_genes","percent"
"1.2.1.3",3,1,33.3333333333333
"1.1.1.22",1,0,0
"1.2.1.31",1,0,0
"1.2.1.8",1,0,0
"2.4.1.17",1,0,0
"3.2.1.31",1,0,0
