"entry_id","graphics_name","graphics_type","x","y","width","height","matched_ids","percent"
"100","ROCK1, P160ROCK, ROCK-I...","rectangle",795,191,46,17,NA,NA
"101","PPP1R12A, GUBS, M130, MBS, MYPT1...","rectangle",886,191,46,17,NA,NA
"102","MYL12B, MLC-B, MRLC2...","rectangle",984,191,46,17,NA,NA
"109","MYLK4, SgK085...","rectangle",795,238,46,17,NA,NA
"113","Arachidonic acid metabolism","roundrectangle",945,779,123,34,NA,NA
"114","P2RY12, ADPG-R, BDPLT8, HORK3, P2T(AC), P2Y(12)R, P2Y(AC), P2Y(ADP), P2Y(cyc), P2Y12, SP1999","rectangle",297,427,46,17,NA,NA
"115","GNAI1, Gi, HG1B, NEDHISB...","rectangle",391,427,46,17,NA,NA
"116","ADCY1, AC1, DFNB44...","rectangle",482,427,46,17,NA,NA
"121","PIK3R6, C17orf38, HsT41028, p84_PIKAP, p87(PIKAP), p87PIKAP...","rectangle",481,491,46,17,"hsa:23533",0
"126","PTGIR, IP, PRIPR","rectangle",296,491,46,17,NA,NA
"127","GNAS, AHO, C20orf45, GNAS1, GPSA, GSA, GSP, NESP, PITA3, POH, SCG6, SgVI","rectangle",391,491,46,17,NA,NA
"133","PLA2G4B, HsT16992, cPLA2-beta...","rectangle",296,788,46,17,"hsa:5321",0
"139","STIM1, D11S4896E, GOK, IMD10, STRMK, TAM, TAM1","rectangle",744,285,46,17,NA,NA
"142","VWF, F8VWF, VWD","rectangle",69,693,46,17,NA,NA
"143","Calcium signaling pathway","roundrectangle",225,750,106,34,NA,NA
"147","PTGS1, COX1, COX3, PCOX1, PES-1, PGG/HS, PGHS-1, PGHS1, PHS1, PTGHS","rectangle",616,775,46,17,NA,NA
"148","TBXAS1, BDPLT14, CYP5, CYP5A1, GHOSAL, THAS, TS, TXAS, TXS","rectangle",790,775,46,17,"hsa:6916",0
"149","PRKACA, CAFD1, PKACA, PPNAD4...","rectangle",805,429,46,17,NA,NA
"150","VASP","rectangle",902,429,46,17,NA,NA
"153","ACTB, BKRNS, BNS, BRWS1, CSMH, DDS1, PS1TP5BP1, THC8...","rectangle",1000,429,46,17,NA,NA
"160","COL1A1, CAFYD, EDSARTH1, EDSC, OI1, OI2, OI3, OI4...","rectangle",69,571,46,17,NA,NA
"161","Complement and coagulation cascades","roundrectangle",1294,342,123,34,NA,NA
"162","FGA, AMYLD2, Fib2...","rectangle",1296,390,46,17,NA,NA
"164","FERMT3, KIND3, MIG-2, MIG2B, UNC112C, URP2, URP2SF","rectangle",1099,359,46,17,NA,NA
"168","P2RX1, P2X1","rectangle",296,321,46,17,NA,NA
"175","GP1BA, BDPLT1, BDPLT3, BSS, CD42B, CD42b-alpha, DBPLT3, GP1B, GPIbA, GPIbalpha, VWDP","rectangle",296,684,46,17,NA,NA
