"EC","total_genes","present_genes","percent"
"1.1.1.300",2,2,100
"1.2.1.36",1,1,100
"2.3.1.20",1,1,100
"2.3.1.75",1,1,100
"2.3.1.76",1,1,100
"2.4.1.17",1,0,0
