"EC","total_genes","present_genes","percent"
"1.3.1.38",1,1,100
"2.1.3.15",2,2,100
"2.3.1.39",1,1,100
"6.2.1.3",1,1,100
"6.3.4.14",2,2,100
"6.4.1.2",2,2,100
"6.2.1.76",1,0,0
