"EC","total_genes","present_genes","percent"
"3.1.1.13",1,1,100
"3.5.3.1",1,1,100
"4.1.1.17",1,1,100
"7.1.1.8",1,1,100
"7.6.2.1",1,1,100
"2.3.1.21",2,0,0
"3.1.1.4",1,0,0
