"EC","total_genes","present_genes","percent"
"3.2.1.18",1,1,100
"3.2.1.23",1,1,100
"3.2.1.24",3,3,100
"3.2.1.25",1,1,100
"3.2.1.45",1,1,100
"3.2.1.51",1,1,100
"3.2.1.52",2,2,100
"3.5.1.26",1,1,100
