"EC","total_genes","present_genes","percent"
"2.7.1.107",1,1,100
"2.7.1.150",1,1,100
"2.7.1.153",2,2,100
"2.7.1.154",1,1,100
"2.7.1.67",2,2,100
"2.7.1.68",1,1,100
"3.1.3.16",1,1,100
"3.1.3.36",3,3,100
"3.1.3.48",1,1,100
"3.1.3.64",2,2,100
"3.1.3.67",1,1,100
"3.1.3.7",1,1,100
"3.1.3.86",1,1,100
"3.1.3.95",2,2,100
"3.1.4.11",6,6,100
