"entry_id","graphics_name","graphics_type","x","y","width","height","matched_ids","percent"
"163","APOA1, AMYLD3, HPALP2, apo(a)","rectangle",981,1056,46,17,"hsa:335",100
"166","APOB, FCHL2, FLDB, LDLCQ4, apoB-100, apoB-48","rectangle",1031,1056,46,17,"hsa:338",100
"168","APOC1, APOC1B, Apo-CI, ApoC-I, apo-CIB, apoC-IB...","rectangle",1031,1076,46,17,"hsa:344;hsa:345",100
"169","APOE, AD2, APO-E, ApoE4, LDLCQ5, LPG","rectangle",1031,1096,46,17,"hsa:348",100
"175","LPA, AK38, APOA, LP","rectangle",736,1056,46,17,"hsa:4018",0
"180","APOA2, Apo-AII, ApoA-II, apoAII","rectangle",981,1076,46,17,NA,NA
"181","APOA4, ADTKD6","rectangle",981,1096,46,17,NA,NA
"182","APOE, AD2, APO-E, ApoE4, LDLCQ5, LPG","rectangle",919,1076,46,17,"hsa:348",100
"183","APOB, FCHL2, FLDB, LDLCQ4, apoB-100, apoB-48","rectangle",919,1056,46,17,"hsa:338",100
"184","APOB, FCHL2, FLDB, LDLCQ4, apoB-100, apoB-48","rectangle",857,1056,46,17,"hsa:338",100
"185","APOC1, APOC1B, Apo-CI, ApoC-I, apo-CIB, apoC-IB...","rectangle",857,1076,46,17,"hsa:344;hsa:345",100
"186","APOE, AD2, APO-E, ApoE4, LDLCQ5, LPG","rectangle",857,1096,46,17,"hsa:348",100
"187","APOB, FCHL2, FLDB, LDLCQ4, apoB-100, apoB-48","rectangle",796,1056,46,17,"hsa:338",100
"188","APOB, FCHL2, FLDB, LDLCQ4, apoB-100, apoB-48","rectangle",736,1076,46,17,"hsa:338",100
"189","APOB, FCHL2, FLDB, LDLCQ4, apoB-100, apoB-48","rectangle",678,1056,46,17,"hsa:338",100
"190","APOA1, AMYLD3, HPALP2, apo(a)","rectangle",620,1056,46,17,"hsa:335",100
"191","APOA2, Apo-AII, ApoA-II, apoAII","rectangle",620,1076,46,17,NA,NA
"192","APOC1, APOC1B, Apo-CI, ApoC-I, apo-CIB, apoC-IB...","rectangle",620,1096,46,17,"hsa:344;hsa:345",100
"193","APOE, AD2, APO-E, ApoE4, LDLCQ5, LPG","rectangle",620,1116,46,17,"hsa:348",100
"195","APOE, AD2, APO-E, ApoE4, LDLCQ5, LPG","rectangle",796,1076,46,17,"hsa:348",100
"199","ANGPTL3, ANG-5, ANGPT5, ANL3, FHBL2...","rectangle",122,353,46,17,"hsa:27329",100
"200","ANGPTL8, C19orf80, PRO1185, PVPA599, RIFL, TD26","rectangle",122,392,46,17,NA,NA
"201","APOH, B2G1, B2GP1, BG","rectangle",70,319,46,17,NA,NA
"203","APOC2, APO-CII, APOC-II","rectangle",70,299,46,17,"hsa:344",100
"204","LPL, HDLCQ11, LIPD","rectangle",143,309,46,17,"hsa:4023",100
"205","ABCA1, ABC-1, ABC1, CERP, HDLCQTL13, HDLDT1, HPALP1, TGD","rectangle",377,177,46,17,"hsa:19",100
"206","ABCA1, ABC-1, ABC1, CERP, HDLCQTL13, HDLDT1, HPALP1, TGD","rectangle",377,434,46,17,"hsa:19",100
"207","ABCA1, ABC-1, ABC1, CERP, HDLCQTL13, HDLDT1, HPALP1, TGD","rectangle",1111,152,46,17,"hsa:19",100
"210","APOA1, AMYLD3, HPALP2, apo(a)","rectangle",334,214,46,17,"hsa:335",100
"211","APOA1, AMYLD3, HPALP2, apo(a)","rectangle",1053,183,46,17,"hsa:335",100
"212","APOA1, AMYLD3, HPALP2, apo(a)","rectangle",417,401,46,17,"hsa:335",100
"230","Fat digestion and absorption","roundrectangle",308,136,90,30,NA,NA
"231","NCEH1, AADACL1, NCEH","rectangle",1209,135,46,17,NA,NA
"232","SOAT1, ACACT, ACAT, ACAT-1, ACAT1, SOAT, STAT...","rectangle",1209,167,46,17,NA,NA
"233","LDLR, FH, FHC, FHCL1, LDLCQ2","rectangle",1260,212,46,17,"hsa:3949",100
"234","CD36, BDPLT10, CHDS7, FAT, GP3B, GP4, GPIV, PASIV, SCARB3","rectangle",1165,212,46,17,NA,NA
"235","APOC1, APOC1B, Apo-CI, ApoC-I, apo-CIB, apoC-IB","rectangle",483,233,46,17,NA,NA
"236","LCAT","rectangle",483,271,46,17,"hsa:3931",100
"237","APOA1, AMYLD3, HPALP2, apo(a)","rectangle",483,213,46,17,"hsa:335",100
"238","PLTP, BPIFE, HDLCQ9","rectangle",703,299,46,17,NA,NA
"239","CETP, BPIFF, HDLCQ10","rectangle",703,345,46,17,"hsa:1071",0
"240","APOC1, APOC1B, Apo-CI, ApoC-I, apo-CIB, apoC-IB","rectangle",703,385,46,17,NA,NA
"241","LIPG, EDL, EL, PRO719","rectangle",703,250,46,17,NA,NA
"242","LPL, HDLCQ11, LIPD","rectangle",942,281,46,17,"hsa:4023",100
"243","LIPC, HDLCQ12, HL, HTGL, LIPH","rectangle",1162,281,46,17,"hsa:3990",100
"244","SCARB1, CD36L1, CLA-1, CLA1, HDLCQ6, HDLQTL6, SR-BI, SRB1","rectangle",581,434,46,17,"hsa:949",100
"245","SORT1, Gp95, LDLCQ6, NT3, NTR3","rectangle",857,434,46,17,NA,NA
"246","PCSK9, FH3, FHCL3, HCHOLA3, LDLCQ1, NARC-1, NARC1, PC9","rectangle",1179,448,46,17,"hsa:255738",100
"247","LDLR, FH, FHC, FHCL1, LDLCQ2","rectangle",1152,465,46,17,"hsa:3949",100
"248","PCSK9, FH3, FHCL3, HCHOLA3, LDLCQ1, NARC-1, NARC1, PC9","rectangle",983,550,46,17,"hsa:255738",100
"249","LDLR, FH, FHC, FHCL1, LDLCQ2","rectangle",956,567,46,17,"hsa:3949",100
