"EC","total_genes","present_genes","percent"
"2.4.1.222",1,1,100
"2.7.1.153",2,2,100
"2.7.11.1",1,1,100
"2.7.11.10",1,1,100
"3.1.3.16",1,1,100
"3.1.3.48",1,1,100
"3.1.3.67",1,1,100
"7.1.2.2",1,1,100
