"entry_id","graphics_name","graphics_type","x","y","width","height","matched_ids","percent"
"100","K20573","rectangle",835,685,46,17,NA,NA
"104","K20152","rectangle",1179,583,46,17,NA,NA
"105","K20574","rectangle",1179,733,46,17,NA,NA
"110","K20569","rectangle",737,1009,46,17,NA,NA
"111","K20570","rectangle",737,1071,46,17,NA,NA
"113","K20579","rectangle",1013,566,46,17,NA,NA
"118","K20566","rectangle",1013,710,46,17,NA,NA
"119","K20568","rectangle",1013,771,46,17,NA,NA
"127","K20572","rectangle",843,741,46,17,NA,NA
"128","K20571","rectangle",924,742,46,17,NA,NA
"131","K20573","rectangle",835,416,46,17,NA,NA
"135","K20566","rectangle",1013,444,46,17,NA,NA
"136","K20568","rectangle",1013,505,46,17,NA,NA
"139","K20573","rectangle",835,574,46,17,NA,NA
"14","Streptomycin biosynthesis","roundrectangle",263,172,143,25,NA,NA
"146","K20578","rectangle",513,832,46,17,NA,NA
"149","K20579","rectangle",513,895,46,17,NA,NA
"155","K20589","rectangle",412,672,46,17,NA,NA
"158","K20590","rectangle",344,708,46,17,NA,NA
"160","K20591","rectangle",344,774,46,17,NA,NA
"163","K20592","rectangle",343,832,46,17,NA,NA
"166","K20593","rectangle",343,895,46,17,NA,NA
"169","K20594","rectangle",286,927,46,17,NA,NA
"172","K20595","rectangle",343,955,46,17,NA,NA
"174","K20595","rectangle",233,955,46,17,NA,NA
"178","K20596","rectangle",233,1016,46,17,NA,NA
"181","K20596","rectangle",343,1016,46,17,NA,NA
"191","K20597","rectangle",175,1110,46,17,NA,NA
"195","K20597","rectangle",120,1016,46,17,NA,NA
"197","K20598","rectangle",343,1077,46,17,NA,NA
"198","K20598","rectangle",233,1077,46,17,NA,NA
"200","K20597","rectangle",175,1049,46,17,NA,NA
"202","K20598","rectangle",120,1077,46,17,NA,NA
"205","K20575","rectangle",678,685,46,17,NA,NA
"207","K20576","rectangle",567,685,46,17,NA,NA
"211","K20575","rectangle",681,804,46,17,NA,NA
"213","K20576","rectangle",571,804,46,17,NA,NA
"215","K20577","rectangle",513,710,46,17,NA,NA
"217","Amino sugar and nucleotide sugar metabolism","roundrectangle",962,933,152,34,NA,NA
"233","K20582","rectangle",1124,1009,46,17,NA,NA
"234","K20583","rectangle",1124,1069,46,17,NA,NA
"235","K20584","rectangle",1124,1129,46,17,NA,NA
"236","K20585","rectangle",1124,1190,46,17,NA,NA
"237","K20580","rectangle",1124,866,46,17,NA,NA
"238","K20581","rectangle",1124,945,46,17,NA,NA
"240","K20573","rectangle",835,840,46,17,NA,NA
"246","K13550","rectangle",537,603,46,17,NA,NA
"248","K20579","rectangle",1013,832,46,17,NA,NA
"254","K20588","rectangle",1124,1251,46,17,NA,NA
"257","K20586...","rectangle",1178,1221,46,17,NA,NA
"259","K20588","rectangle",1236,1251,46,17,NA,NA
"260","K20569...","rectangle",475,1040,46,17,NA,NA
"47","Amino sugar and nucleotide sugar metabolism","roundrectangle",251,602,152,34,NA,NA
"5","TITLE:Neomycin, kanamycin and gentamicin biosynthesis","roundrectangle",253,58,425,25,NA,NA
"60","HK1, HK, HK1-ta, HK1-tb, HK1-tc, HKD, HKI, HMSNR, HXK1, NEDVIBA, NMSR, RP79, hexokinase...","rectangle",409,139,46,17,"hsa:3098",100
"61","GCK, FGQTL3, GK, GLK, HHF3, HK4, HKIV, HXKP, LGLK, MODY2, PNDM1","rectangle",459,139,46,17,"hsa:2645",100
"62","K13546","rectangle",434,200,46,17,NA,NA
"63","K13547","rectangle",434,261,46,17,NA,NA
"64","K13548","rectangle",459,322,46,17,NA,NA
"65","K13547","rectangle",434,383,46,17,NA,NA
"66","K13551...","rectangle",737,635,46,17,NA,NA
"67","K13552...","rectangle",737,710,46,17,NA,NA
"68","K13553...","rectangle",737,771,46,17,NA,NA
"69","K13554","rectangle",737,866,46,17,NA,NA
"70","K13555","rectangle",737,945,46,17,NA,NA
"71","K13559","rectangle",607,1195,46,17,NA,NA
"72","K13560","rectangle",670,1167,46,17,NA,NA
"73","K13559","rectangle",670,1106,46,17,NA,NA
"74","K13561...","rectangle",670,1045,46,17,NA,NA
"75","K13563","rectangle",635,978,46,17,NA,NA
"76","K13564","rectangle",530,978,46,17,NA,NA
"77","K13556","rectangle",835,1009,46,17,NA,NA
"78","K17078","rectangle",835,1069,46,17,NA,NA
"79","K20567","rectangle",835,1190,46,17,NA,NA
"80","K13549","rectangle",409,322,46,17,NA,NA
"81","K20565","rectangle",835,1129,46,17,NA,NA
"83","K13550","rectangle",537,416,46,17,NA,NA
"87","K20566","rectangle",737,444,46,17,NA,NA
"90","K20568","rectangle",737,505,46,17,NA,NA
"91","K13557","rectangle",835,1251,46,17,NA,NA
"93","K20573","rectangle",835,804,46,17,NA,NA
"98","K20573","rectangle",835,539,46,17,NA,NA
