"EC","total_genes","present_genes","percent"
"1.1.1.102",1,1,100
"1.14.18.5",1,1,100
"1.14.19.17",1,1,100
"2.3.1.297",2,2,100
"2.3.1.298",1,1,100
"2.3.1.299",1,1,100
"2.3.1.50",2,2,100
"2.4.1.80",1,1,100
"2.4.1.92",1,1,100
"2.7.8.27",1,1,100
"2.7.8.48",1,1,100
"3.1.4.12",2,2,100
"3.1.4.62",1,1,100
"3.1.6.8",1,1,100
"3.2.1.18",1,1,100
"3.2.1.22",1,1,100
"3.2.1.23",1,1,100
"3.2.1.45",1,1,100
"3.2.1.46",1,1,100
"3.2.1.52",2,2,100
"3.5.1.23",1,1,100
"4.1.2.27",1,1,100
