"EC","total_genes","present_genes","percent"
"2.4.1.1",2,2,100
"2.4.1.11",2,2,100
"2.4.1.18",1,1,100
"2.4.1.25",1,1,100
"2.7.1.1",1,1,100
"2.7.1.106",1,1,100
"2.7.1.2",1,1,100
"2.7.7.9",1,1,100
"3.1.3.9",1,1,100
"3.1.4.1",1,1,100
"3.2.1.10",1,1,100
"3.2.1.20",1,1,100
"3.2.1.28",1,1,100
"3.2.1.33",1,1,100
"3.2.1.48",1,1,100
"3.6.1.9",1,1,100
"5.3.1.9",1,1,100
"5.4.2.2",1,1,100
"2.4.1.186",2,1,50
