"EC","total_genes","present_genes","percent"
"2.3.2.31",2,2,100
"2.7.11.10",1,1,100
"2.7.7.84",1,1,100
"3.1.4.11",3,3,100
"3.4.22.1",1,1,100
"3.6.5.5",1,1,100
