"EC","total_genes","present_genes","percent"
"1.1.1.145",1,1,100
"1.14.14.16",1,1,100
"1.14.14.19",1,1,100
"1.14.14.32",1,1,100
"1.14.15.4",1,1,100
"1.14.15.6",1,1,100
"3.1.4.11",3,3,100
"5.3.3.1",1,1,100
