"EC","total_genes","present_genes","percent"
"1.13.11.27",1,1,100
"1.14.13.253",1,1,100
"1.14.15.45",1,1,100
"1.14.15.46",1,1,100
"1.17.4.4",1,1,100
"2.1.1.201",1,1,100
"2.5.1.39",1,1,100
"2.6.1.5",1,1,100
"4.1.1.130",1,1,100
"4.1.1.90",1,1,100
