"entry_id","graphics_name","graphics_type","x","y","width","height","matched_ids","Correlated_EC","Gene","percent"
"10","ERBB4, ALS19, HER4, p180erbB4","rectangle",200,693,46,17,NA,NA,NA,NA
"11","ERBB4, ALS19, HER4, p180erbB4","rectangle",200,606,46,17,NA,NA,NA,NA
"12","ERBB3, ErbB-3, FERLK, HER3, LCCS2, MDA-BF-1, VSCN1, c-erbB-3, c-erbB3, erbB3-S, p180-ErbB3, p45-sErbB3, p85-sErbB3","rectangle",200,528,46,17,NA,NA,NA,NA
"13","ERBB3, ErbB-3, FERLK, HER3, LCCS2, MDA-BF-1, VSCN1, c-erbB-3, c-erbB3, erbB3-S, p180-ErbB3, p45-sErbB3, p85-sErbB3","rectangle",200,444,46,17,NA,NA,NA,NA
"14","STAT5A, MGF, STAT5...","rectangle",377,539,46,17,NA,NA,NA,NA
"15","ERBB2, CD340, HER-2, HER-2/neu, HER2, MLN 19, MLN-19, NEU, NGL, TKR1, VSCN2, c-ERB-2, c-ERB2, p185(erbB2)","rectangle",200,676,46,17,NA,NA,NA,NA
"16","ERBB2, CD340, HER-2, HER-2/neu, HER2, MLN 19, MLN-19, NEU, NGL, TKR1, VSCN2, c-ERB-2, c-ERB2, p185(erbB2)","rectangle",200,511,46,17,NA,NA,NA,NA
"17","ERBB2, CD340, HER-2, HER-2/neu, HER2, MLN 19, MLN-19, NEU, NGL, TKR1, VSCN2, c-ERB-2, c-ERB2, p185(erbB2)","rectangle",200,366,46,17,NA,NA,NA,NA
"176","PI3K-Akt signaling pathway","roundrectangle",384,699,102,34,NA,NA,NA,NA
"177",NA,"rectangle",200,208,46,34,NA,NA,NA,NA
"178",NA,"rectangle",200,597,46,34,NA,NA,NA,NA
"179",NA,"rectangle",200,435,46,34,NA,NA,NA,NA
"18","ERBB2, CD340, HER-2, HER-2/neu, HER2, MLN 19, MLN-19, NEU, NGL, TKR1, VSCN2, c-ERB-2, c-ERB2, p185(erbB2)","rectangle",200,349,46,17,NA,NA,NA,NA
"180",NA,"rectangle",200,357,46,34,NA,NA,NA,NA
"181",NA,"rectangle",200,519,46,34,NA,NA,NA,NA
"182",NA,"rectangle",200,684,46,34,NA,NA,NA,NA
"19","EGFR, ERBB, ERBB1, ERRP, HER1, NISBD2, NNCIS, PIG61, mENA","rectangle",200,268,46,17,NA,NA,NA,NA
"20","EGFR, ERBB, ERBB1, ERRP, HER1, NISBD2, NNCIS, PIG61, mENA","rectangle",200,217,46,17,NA,NA,NA,NA
"21","Pancreatic cancer","roundrectangle",927,93,102,34,NA,NA,NA,NA
"22","mTOR signaling pathway","roundrectangle",739,610,102,34,NA,NA,NA,NA
"23","Endometrial cancer","roundrectangle",927,698,102,34,NA,NA,NA,NA
"27","GSK3B","rectangle",542,655,46,17,NA,NA,NA,NA
"28","EIF4EBP1, 4E-BP1, 4EBP1, BP-1, PHAS-I","rectangle",619,594,46,17,NA,NA,NA,NA
"29","RPS6KB1, PS6K, S6K, S6K-beta-1, S6K1, STK14A, p70 S6KA, p70(S6K)-alpha, p70-S6K, p70-alpha...","rectangle",619,566,46,17,NA,NA,NA,NA
"30","CDKN1A, CAP20, CDKN1, CIP1, MDA-6, P21, SDI1, WAF1, p21CIP1","rectangle",542,712,46,17,NA,NA,NA,NA
"31","CDKN1B, CDKN4, KIP1, MEN1B, MEN4, P27KIP1","rectangle",542,687,46,17,NA,NA,NA,NA
"32","MTOR, FRAP, FRAP1, FRAP2, RAFT1, RAPT1, SKS","rectangle",542,582,46,17,NA,NA,NA,NA
"33","PAK4...","rectangle",549,369,46,17,NA,NA,NA,NA
"34","NCK1, NCK, NCKalpha, nck-1...","rectangle",454,369,46,17,NA,NA,NA,NA
"35","STAT5A, MGF, STAT5...","rectangle",502,263,46,17,NA,NA,NA,NA
"36","ERBB2, CD340, HER-2, HER-2/neu, HER2, MLN 19, MLN-19, NEU, NGL, TKR1, VSCN2, c-ERB-2, c-ERB2, p185(erbB2)","rectangle",200,285,46,17,NA,NA,NA,NA
"37","BAD, BBC2, BCL2L8","rectangle",542,626,46,17,NA,NA,NA,NA
"38","GAB1, DFNB26","rectangle",424,591,46,17,NA,NA,NA,NA
"39","TGFA, TFGA","rectangle",69,241,46,17,NA,NA,NA,NA
"40","MAP2K7, JNKK2, MAPKK7, MEK, MEK 7, MKK7, PRKMK7, SAPKK-4, SAPKK4...","rectangle",653,369,46,17,NA,NA,NA,NA
"41","CBL, C-CBL, CBL2, FRA11B, NSLL, RNF55...","rectangle",508,229,46,17,NA,NA,NA,NA
"42","ERBB4, ALS19, HER4, p180erbB4","rectangle",200,589,46,17,NA,NA,NA,NA
"43","ERBB3, ErbB-3, FERLK, HER3, LCCS2, MDA-BF-1, VSCN1, c-erbB-3, c-erbB3, erbB3-S, p180-ErbB3, p45-sErbB3, p85-sErbB3","rectangle",200,427,46,17,NA,NA,NA,NA
"44","NRG3, HRG3, pro-NRG3","rectangle",69,632,46,17,NA,NA,NA,NA
"45","NRG2, DON1, HRG2, NTAK","rectangle",69,540,46,17,NA,NA,NA,NA
"46","ELK1","rectangle",869,380,46,17,NA,NA,NA,NA
"47","MAPK8, JNK, JNK-46, JNK1, JNK1A2, JNK21B1/2, PRKM8, SAPK1, SAPK1c...","rectangle",758,369,46,17,NA,NA,NA,NA
"48","CRK, CRKII, p38...","rectangle",473,335,46,17,NA,NA,NA,NA
"49","PTK2, FADK, FADK 1, FAK, FAK1, FRNK, PPP1R71, p125FAK, pp125FAK","rectangle",584,299,46,17,NA,NA,NA,NA
