"EC","Gene","total_genes","present_genes","percent"
"3.5.3.1","ARG1",1,1,100
"3.6.5.2","RAB7A",1,1,100
"2.7.1.153","PIK3CA; PIK3CD",2,0,0
"3.1.4.11","PLCB1; PLCB3; PLCB4",3,0,0
