"EC","Gene","total_genes","present_genes","percent"
"3.1.4.11","PLCB1; PLCB3; PLCB4",3,0,0
"7.1.1.2","NDUFS1; NDUFS2; NDUFS3; NDUFS7; NDUFS8; NDUFV1; NDUFV2",7,0,0
