"EC","Gene","total_genes","present_genes","percent"
"1.1.1.363","G6PD",1,1,100
"1.1.1.42","IDH1; IDH2",2,2,100
"1.1.1.49","G6PD",1,1,100
"1.11.1.12","GPX4",1,1,100
"1.17.4.1","RRM1; RRM2B",2,2,100
"1.8.1.7","GSR",1,1,100
"2.3.2.2","GGT1",1,1,100
"3.4.19.13","GGT1",1,1,100
"3.4.19.14","GGT1",1,1,100
"3.5.2.9","OPLAH",1,1,100
"4.1.1.17","ODC1",1,1,100
"6.3.2.2","GCLC",1,1,100
"6.3.2.3","GSS",1,1,100
"2.5.1.22","SMS",1,0,0
