"entry_id","graphics_name","graphics_type","x","y","width","height","matched_ids","Correlated_EC","Gene","percent"
"10","TSC1, LAM, TSC","rectangle",694,461,46,17,NA,NA,NA,NA
"100","PARD6A, PAR-6A, PAR6, PAR6C, PAR6alpha, TAX40, TIP-40...","rectangle",336,308,46,17,NA,NA,NA,NA
"101","PRKCI, DXS1179E, PKCI, nPKC-iota...","rectangle",382,308,46,17,NA,NA,NA,NA
"102","CDC42, CDC42Hs, G25K, TKS","rectangle",336,325,46,17,NA,NA,NA,NA
"103","SCRIB, CRIB1, SCRB1, SCRIB1, Vartul, oSCRIB","rectangle",479,240,46,17,NA,NA,NA,NA
"104","DLG1, DLGH1, SAP-97, SAP97, hdlg...","rectangle",525,240,46,17,NA,NA,NA,NA
"105","LLGL2, HGL, Hugl-2, LGL2...","rectangle",503,257,46,17,NA,NA,NA,NA
"106","Tight junction","roundrectangle",342,99,110,25,NA,NA,NA,NA
"107","Adherens junction","roundrectangle",503,99,110,25,NA,NA,NA,NA
"108","K21807","rectangle",490,478,46,17,NA,NA,NA,NA
"11","AKT3, MPPH, MPPH2, PKB-GAMMA, PKBG, PRKBG, RAC-PK-gamma, RAC-gamma, STK-2...","rectangle",603,628,46,17,"hsa:208","2.7.11.1","AKT2",0
"114","CRB3","rectangle",205,375,46,17,NA,NA,NA,NA
"115","PATJ, Cipp, INADL, InaD-like, hINADL","rectangle",251,366,46,17,NA,NA,NA,NA
"116","PALS1, MPP5","rectangle",251,383,46,17,NA,NA,NA,NA
"119","PXN","rectangle",331,463,46,17,NA,NA,NA,NA
"12","P3R3URF-PIK3R3, LOC110117498-PIK3R3...","rectangle",407,628,46,17,"hsa:5290;hsa:5293;hsa:5295;hsa:5296","2.7.1.153","PIK3CA; PIK3CD; PIK3R1; PIK3R2",0
"124","VEGFA, L-VEGF, MVCD1, VEGF, VPF","rectangle",827,699,46,17,NA,NA,NA,NA
"128","K21807","rectangle",1169,754,46,17,NA,NA,NA,NA
"129","NFX1, NFX2, TEG-42, Tex42","rectangle",1254,783,46,17,NA,NA,NA,NA
"13","p53 signaling pathway","roundrectangle",1029,802,110,34,NA,NA,NA,NA
"130","UBE3A, ANCR, AS, E6-AP, EPVE6AP, HPVE6A, PIX1","rectangle",1169,783,46,17,NA,NA,NA,NA
"131","TERT, CMM9, DKCA2, DKCB4, EST2, PFBMFT1, TCS1, TP2, TRT, hEST2, hTRT","rectangle",1383,783,46,17,NA,NA,NA,NA
"132","RB1, OSRC, PPP1R130, RB, p105-Rb, p110-RB1, pRb, pp110...","rectangle",1383,630,46,17,NA,NA,NA,NA
"133","E2F1, E2F-1, RBAP1, RBBP3, RBP3","rectangle",1383,670,46,17,NA,NA,NA,NA
"14","TITLE:Human papillomavirus infection","roundrectangle",195,58,309,25,NA,NA,NA,NA
"144","CCNA2, CCN1, CCNA...","rectangle",1514,659,46,17,NA,NA,NA,NA
"145","CCNE1, CCNE, pCCNE1...","rectangle",1514,681,46,17,NA,NA,NA,NA
"146","CDK4, CMM3, PSK-J3...","rectangle",1300,608,46,17,NA,NA,NA,NA
"147","CCND1, BCL1, D11S287E, PRAD1, U21B31...","rectangle",1300,591,46,17,NA,NA,NA,NA
"156","CREBBP, CBP, KAT3A, MKHK1, RSTS, RSTS1...","rectangle",1168,365,46,17,NA,NA,NA,NA
"157","TP53, BCC7, BMFS5, LFS1, P53, TRP53","rectangle",1276,376,46,17,NA,NA,NA,NA
"160","K21812","rectangle",1188,520,46,17,NA,NA,NA,NA
"164","JAG1, AGS, AGS1, AHD, AWS, CD339, CMT2HH, DCHE, HJ1, JAGL1","rectangle",117,1102,46,17,NA,NA,NA,NA
