"EC","Gene","total_genes","present_genes","percent"
"3.1.1.4","PLA2G4A; PLA2G6",2,1,50
"2.7.1.153","PIK3CA; PIK3CD",2,0,0
"3.1.4.11","PLCB1; PLCB3; PLCB4; PLCG2",4,0,0
