"entry_id","graphics_name","graphics_type","x","y","width","height","matched_ids","Correlated_EC","Gene","percent"
"100","RPS6, S6, eS6","rectangle",990,489,46,17,NA,NA,NA,NA
"103","mTOR signaling pathway","roundrectangle",624,591,138,25,NA,NA,NA,NA
"104","FGFR1, BFGFR, CD331, CEK, ECCL, FGFBR, FGFR-1, FLG, FLT-2, FLT2, HBGFR, HH2, HRTFDS, KAL2, N-SAM, OGD, bFGF-R-1","rectangle",310,557,46,17,NA,NA,NA,NA
"107","KLB, BKL","rectangle",310,540,46,17,NA,NA,NA,NA
"108","FRS2, FRS1A, FRS2A, FRS2alpha, SNT, SNT-1, SNT1","rectangle",312,597,46,17,NA,NA,NA,NA
"110","GRB2, ASH, EGFRBP-GRB2, Grb3-3, MST084, MSTP084, NCKAP2","rectangle",390,597,46,17,NA,NA,NA,NA
"113","SOS1, GF1, GGF1, GINGF, HGF, NS4, SOS-1...","rectangle",468,597,46,17,NA,NA,NA,NA
"115","HRAS, C-BAS/HAS, C-H-RAS, C-HA-RAS1, CTLO, H-RASIDX, HAMSV, HRAS1, RASH1, p21ras...","rectangle",468,552,46,17,NA,NA,NA,NA
"119","PRDM16, CMD1LL, KMT8F, LVNC8, MEL1, PFM13","rectangle",989,159,46,17,NA,NA,NA,NA
"125","CPT2, CPT1, CPTASE, IIAE4","rectangle",1269,445,46,17,"hsa:1376","2.3.1.21","CPT2",100
"128","ACSL1, ACS1, FACL1, FACL2, LACS, LACS1, LACS2...","rectangle",1155,530,46,17,"hsa:2182","6.2.1.3","ACSL4",100
"132","Oxidative phosphorylation","roundrectangle",1249,188,141,25,NA,NA,NA,NA
"14","TITLE:Thermogenesis","roundrectangle",106,58,132,25,NA,NA,NA,NA
"143","CNR1, CANN6, CB-R, CB1, CB1A, CB1K5, CB1R, CNR","rectangle",311,259,46,17,NA,NA,NA,NA
"148","PNPLA2, 1110001C14Rik, ATGL, FP17548, PEDF-R, TTS-2.2, TTS2, iPLA2zeta","rectangle",522,291,46,17,"hsa:57104","3.1.1.3","PNPLA2",0
"15","CREB3, LUMAN, LZIP, sLZIP...","rectangle",797,175,46,17,NA,NA,NA,NA
"150","MGLL, HU-K5, HUK5, MAGL, MGL","rectangle",522,429,46,17,NA,NA,NA,NA
"157","MAP2K3, MAPKK3, MEK3, MKK3, PRKMK3, SAPKK-2, SAPKK2","rectangle",656,293,46,17,NA,NA,NA,NA
"159","MAP3K5, ASK1, MAPKKK5, MEKK5","rectangle",656,249,46,17,NA,NA,NA,NA
"16","PRKACA, CAFD1, PKACA, PPNAD4...","rectangle",469,209,46,17,NA,NA,NA,NA
"164","PRKAG2, AAKG, AAKG2, CMH6, H91620p, WPWS...","rectangle",134,218,46,17,"hsa:51422",NA,"PRKAG2",100
"168","GCG, GLP-1, GLP1, GLP2, GRPP","rectangle",148,301,46,17,NA,NA,NA,NA
"169","BMP8A, OP-2, Op2...","rectangle",148,322,46,17,NA,NA,NA,NA
"17","MAPK14, CSBP, CSBP1, CSBP2, CSPB1, EXIP, Mxi2, PRKM14, PRKM15, RK, SAPK2A, p38, p38ALPHA...","rectangle",656,337,46,17,NA,NA,NA,NA
"179","SLC25A20, CAC, CACT","rectangle",1269,485,46,17,"hsa:788",NA,"SLC25A20",100
"18","GNAS, AHO, AIMAH1, C20orf45, GNAS1, GPSA, GSA, GSP, NESP, PITA3, POH, SCG6, SgVI","rectangle",390,161,46,17,NA,NA,NA,NA
