"EC","Gene","total_genes","present_genes","percent"
"2.7.6.2","TPK1",1,1,100
"2.8.1.7","NFS1",1,1,100
"3.1.3.1","ALPI; ALPL",2,2,100
"2.7.4.3","AK1; AK2; AK7",3,1,33.3333333333333
