"EC","Gene","total_genes","present_genes","percent"
"2.7.7.6","POLR3A; POLR3B",2,2,100
"3.5.4.37","ADAR",1,1,100
"2.7.11.10","TBK1",1,0,0
"3.1.11.2","TREX1",1,0,0
