"EC","Gene","total_genes","present_genes","percent"
"2.7.1.32","CHKB",1,1,100
"2.7.1.68","PIP5K1C",1,1,100
"2.7.1.82","CHKB",1,1,100
"2.7.7.15","PCYT1A",1,1,100
"3.1.1.4","PLA2G4A",1,1,100
"2.7.1.107","DGKE",1,0,0
"2.7.1.153","PIK3CA; PIK3CD",2,0,0
"2.7.11.1","AKT2",1,0,0
