"EC","Gene","total_genes","present_genes","percent"
"2.7.1.68","PIP5K1C",1,1,100
"3.1.1.4","PLA2G4A; PLA2G6",2,1,50
"2.7.1.153","PIK3CA; PIK3CD",2,0,0
"2.7.11.1","AKT2",1,0,0
"3.1.3.86","INPPL1",1,0,0
"3.1.4.11","PLCG2",1,0,0
"3.6.5.5","DNM2",1,0,0
