"EC","Gene","total_genes","present_genes","percent"
"1.11.1.12","GPX4",1,1,100
"2.3.2.2","GGT1",1,1,100
"3.4.19.13","GGT1",1,1,100
"3.4.19.14","GGT1",1,1,100
"3.1.1.4","PLA2G4A; PLA2G6",2,1,50
"1.1.1.141","HPGD",1,0,0
"1.14.14.80","CYP2U1",1,0,0
"4.2.1.152","ALOXE3",1,0,0
"5.3.99.5","TBXAS1",1,0,0
"5.4.4.7","ALOXE3",1,0,0
