"EC","Gene","total_genes","present_genes","percent"
"1.3.5.1","SDHA; SDHB",2,2,100
"2.7.1.40","PKLR",1,1,100
"7.1.1.8","UQCRFS1",1,1,100
"2.7.1.153","PIK3CA; PIK3CD",2,0,0
"2.7.10.1","INSR",1,0,0
"2.7.11.1","AKT2",1,0,0
"7.1.1.2","NDUFS1; NDUFS2; NDUFS3; NDUFS7; NDUFS8; NDUFV1; NDUFV2",7,0,0
