"EC","Gene","total_genes","present_genes","percent"
"3.1.1.4","PLA2G4A; PLA2G6",2,1,50
"2.7.1.153","PIK3CA; PIK3CD",2,0,0
"2.7.10.1","INSR",1,0,0
"2.7.11.1","AKT2",1,0,0
"2.7.11.10","TBK1",1,0,0
"3.1.4.11","PLCE1; PLCG2",2,0,0
