"EC","Gene","total_genes","present_genes","percent"
"2.7.1.11","PFKM",1,1,100
"4.2.1.11","ENO3",1,1,100
"5.6.1.7","HSPD1",1,1,100
"2.7.7.8","PNPT1",1,0,0
"3.1.13.4","PARN",1,0,0
