"entry_id","graphics_name","graphics_type","x","y","width","height","matched_ids","Correlated_EC","Gene","percent"
"100","Steroid biosynthesis","roundrectangle",354,118,107,25,NA,NA,NA,NA
"101","TITLE:Primary bile acid biosynthesis","roundrectangle",171,58,261,25,NA,NA,NA,NA
"105","K01442","rectangle",121,1228,46,17,NA,NA,NA,NA
"106","AKR1D1, 3o5bred, CBAS2, SRD5B1","rectangle",516,523,46,17,"hsa:6718","1.3.1.3","AKR1D1",100
"109","HSD17B4, DBP, MFE-2, MFP-2, MPF-2, PRLTS1, SDR8C1","rectangle",202,1022,46,17,"hsa:3295","4.2.1.107; 4.2.1.119","HSD17B4",100
"110","HSD17B4, DBP, MFE-2, MFP-2, MPF-2, PRLTS1, SDR8C1","rectangle",516,1023,46,17,"hsa:3295","4.2.1.107; 4.2.1.119","HSD17B4",100
"111","CYP7B1, CBAS3, CP7B, SPG5A","rectangle",638,289,46,17,"hsa:9420","1.14.14.29","CYP7B1",0
"112","HSD3B7, CBAS1, PFIC4, SDR11E3","rectangle",176,351,46,17,"hsa:80270","1.1.1.181","HSD3B7",0
"113","Secondary bile acid biosynthesis","roundrectangle",357,1342,123,32,NA,NA,NA,NA
"14","CYP7B1, CBAS3, CP7B, SPG5A","rectangle",539,289,46,17,"hsa:9420","1.14.14.29","CYP7B1",0
"15","CYP7A1, CP7A, CYP7, CYPVII","rectangle",489,289,46,17,"hsa:1581","1.14.14.23","CYP7A1",0
"16","CYP7B1, CBAS3, CP7B, SPG5A","rectangle",299,289,46,17,"hsa:9420","1.14.14.29","CYP7B1",0
"170","ACOT8, HNAACTE, NAP1, PTE-1, PTE-2, PTE1, PTE2, hACTE-III, hTE...","rectangle",538,1175,46,17,"hsa:570","2.3.1.65; 3.1.2.2; 3.1.2.27","BAAT",0
"172","ACOT8, HNAACTE, NAP1, PTE-1, PTE-2, PTE1, PTE2, hACTE-III, hTE...","rectangle",222,1175,46,17,"hsa:570","2.3.1.65; 3.1.2.2; 3.1.2.27","BAAT",0
"174","CYP8B1, CP8B, CYP12, CYPVIIIB1","rectangle",398,615,46,17,NA,NA,NA,NA
"24","AKR1D1, 3o5bred, CBAS2, SRD5B1","rectangle",202,524,46,17,"hsa:6718","1.3.1.3","AKR1D1",100
"26","AKR1C4, 3-alpha-HSD, C11, CDR, CHDR, DD-4, DD4, HAKRA","rectangle",516,581,46,17,NA,NA,NA,NA
"28","CYP27A1, CP27, CTX, CYP27","rectangle",516,636,46,17,"hsa:1593","1.14.15.15","CYP27A1",0
"33","AMACR, AMACRD, CBAS4, P504S, RACE, RM","rectangle",516,856,46,17,"hsa:23600","5.1.99.4","AMACR",0
"35","ACOX2, BCOX, BRCACOX, BRCOX, CBAS6, THCCox","rectangle",516,913,46,17,"hsa:8309","1.17.99.3","ACOX2",100
"40","AKR1C4, 3-alpha-HSD, C11, CDR, CHDR, DD-4, DD4, HAKRA","rectangle",202,582,46,17,NA,NA,NA,NA
"47","CH25H, C25H","rectangle",297,209,46,17,NA,NA,NA,NA
"49","CYP7A1, CP7A, CYP7, CYPVII","rectangle",352,289,46,17,"hsa:1581","1.14.14.23","CYP7A1",0
"50","HSD17B4, DBP, MFE-2, MFP-2, MPF-2, PRLTS1, SDR8C1","rectangle",518,969,46,17,"hsa:3295","4.2.1.107; 4.2.1.119","HSD17B4",100
"52","SCP2, NLTP, NSL-TP, SCOX, SCP-2, SCP-CHI, SCP-X, SCPX","rectangle",516,1081,46,17,"hsa:6342","2.3.1.176","SCP2",0
"54","SCP2, NLTP, NSL-TP, SCOX, SCP-2, SCP-CHI, SCP-X, SCPX","rectangle",202,1080,46,17,"hsa:6342","2.3.1.176","SCP2",0
"60","SLC27A5, ACSB, ACSVL6, BACS, BAL, FACVL3, FATP-5, FATP5, VLACSR, VLCS-H2, VLCSH2","rectangle",180,1208,46,17,"hsa:10998","6.2.1.7","SLC27A5",100
"61","BAAT, BACAT, BACD1, BAT, FHCA3, HCHO","rectangle",280,1159,46,17,"hsa:570","2.3.1.65; 3.1.2.2; 3.1.2.27","BAAT",0
"62","K01442","rectangle",280,1228,46,17,NA,NA,NA,NA
"63","CYP27A1, CP27, CTX, CYP27","rectangle",516,693,46,17,"hsa:1593","1.14.15.15","CYP27A1",0
"64","CYP27A1, CP27, CTX, CYP27","rectangle",516,748,46,17,"hsa:1593","1.14.15.15","CYP27A1",0
"67","CYP27A1, CP27, CTX, CYP27","rectangle",514,209,46,17,"hsa:1593","1.14.15.15","CYP27A1",0
"68","HSD3B7, CBAS1, PFIC4, SDR11E3","rectangle",637,351,46,17,"hsa:80270","1.1.1.181","HSD3B7",0
"69","HSD3B7, CBAS1, PFIC4, SDR11E3","rectangle",514,351,46,17,"hsa:80270","1.1.1.181","HSD3B7",0
"70","HSD3B7, CBAS1, PFIC4, SDR11E3","rectangle",352,351,46,17,"hsa:80270","1.1.1.181","HSD3B7",0
"71","HSD3B7, CBAS1, PFIC4, SDR11E3","rectangle",298,351,46,17,"hsa:80270","1.1.1.181","HSD3B7",0
"73","BAAT, BACAT, BACD1, BAT, FHCA3, HCHO","rectangle",121,1159,46,17,"hsa:570","2.3.1.65; 3.1.2.2; 3.1.2.27","BAAT",0
"81","SLC27A5, ACSB, ACSVL6, BACS, BAL, FACVL3, FATP-5, FATP5, VLACSR, VLCS-H2, VLCSH2","rectangle",496,1208,46,17,"hsa:10998","6.2.1.7","SLC27A5",100
"82","BAAT, BACAT, BACD1, BAT, FHCA3, HCHO","rectangle",593,1160,46,17,"hsa:570","2.3.1.65; 3.1.2.2; 3.1.2.27","BAAT",0
"83","K01442","rectangle",592,1230,46,17,NA,NA,NA,NA
"84","K01442","rectangle",444,1229,46,17,NA,NA,NA,NA
"86","BAAT, BACAT, BACD1, BAT, FHCA3, HCHO","rectangle",444,1160,46,17,"hsa:570","2.3.1.65; 3.1.2.2; 3.1.2.27","BAAT",0
"9","CYP46A1, CP46, CYP46","rectangle",178,209,46,17,NA,NA,NA,NA
"90","CYP8B1, CP8B, CYP12, CYPVIIIB1","rectangle",398,475,46,17,NA,NA,NA,NA
"91","CYP39A1","rectangle",175,289,46,17,NA,NA,NA,NA
"92","SLC27A5, ACSB, ACSVL6, BACS, BAL, FACVL3, FATP-5, FATP5, VLACSR, VLCS-H2, VLCSH2","rectangle",202,800,46,17,"hsa:10998","6.2.1.7","SLC27A5",100
