"EC","Gene","total_genes","present_genes","percent"
"3.1.1.4","PLA2G4A",1,1,100
"6.3.1.2","GLUL",1,1,100
"3.1.4.11","PLCB1; PLCB3; PLCB4",3,0,0
"3.5.1.2","GLS",1,0,0
