"EC","Gene","total_genes","present_genes","percent"
"2.5.1.1","FDPS",1,1,100
"2.5.1.10","FDPS",1,1,100
"3.5.4.37","ADAR",1,1,100
"2.7.1.153","PIK3CA; PIK3CD",2,0,0
"2.7.11.1","AKT2",1,0,0
"2.7.11.10","TBK1",1,0,0
"2.7.7.84","OAS1",1,0,0
"5.6.2.6","IFIH1",1,0,0
