"EC","Gene","total_genes","present_genes","percent"
"5.6.1.7","HSPD1",1,1,100
"2.7.1.153","PIK3CA; PIK3CD",2,0,0
"2.7.11.1","AKT2",1,0,0
"2.7.11.10","TBK1",1,0,0
"3.1.4.11","PLCB1; PLCB3; PLCB4",3,0,0
