"EC","Gene","total_genes","present_genes","percent"
"1.4.1.3","GLUD1",1,1,100
"2.4.1.1","PYGL; PYGM",2,2,100
"3.1.1.4","PLA2G4A",1,1,100
"3.1.4.12","SMPD1",1,1,100
"3.6.5.5","DNM1L",1,1,100
"6.3.1.2","GLUL",1,1,100
"1.16.3.1","FTH1",1,0,0
"2.3.2.31","RBCK1; RNF31",2,0,0
