"entry_id","graphics_name","graphics_type","x","y","width","height","matched_ids","Correlated_EC","Gene","percent"
"101","PIGO, HPMRS2, hGPCR43","rectangle",301,491,46,17,"hsa:84720",NA,"PIGO",100
"102","PIGG, EMM, GPI7, LAS21, MRT53, NEDHSCA, PRO4405, RLGS1930","rectangle",301,577,46,17,"hsa:54872",NA,"PIGG",100
"103","PIGF, OORS","rectangle",347,577,46,17,NA,NA,NA,NA
"105","PIGF, OORS","rectangle",347,491,46,17,NA,NA,NA,NA
"107","PIGU, CDC91L1, GAB1, GPIBD21, NEDBSS, PIG-U","rectangle",324,663,46,17,"hsa:128869",NA,"PIGU",100
"108","PIGT, CGI-06, MCAHS3, NDAP, PIG-T, PNH2","rectangle",347,646,46,17,"hsa:51604",NA,"PIGT",100
"109","PIGS, DEE95, GPIBD18, PIG-S","rectangle",301,646,46,17,"hsa:94005",NA,"PIGS",100
"110","PIGK, GPI8, NEDHCAS","rectangle",347,629,46,17,"hsa:10026",NA,"PIGK",100
"111","GPAA1, GAA1, GPIBD15, hGAA1","rectangle",301,629,46,17,"hsa:8733",NA,"GPAA1",100
"116","PGAP1, Bst1, ISPD3024, MRT42, NEDDSBA, SPG67","rectangle",324,723,46,17,"hsa:80055",NA,"PGAP1",100
"120","PGAP3, AGLA546, CAB2, PERLD1, PP1498, hCOS16","rectangle",169,869,46,17,"hsa:93210",NA,"PGAP3",100
"123","PGAP2, CWH43-N, FRAG1, HPMRS3, MRT17, MRT21","rectangle",169,933,46,17,"hsa:27315",NA,"PGAP2",0
"125","PGAP4, C9orf125, TMEM246","rectangle",170,989,46,17,NA,NA,NA,NA
"128","B3GALT4, BETA3GALT4, GALT2, GALT4","rectangle",169,1057,46,17,NA,NA,NA,NA
"13","PIGY, HPMRS6, PIG-Y","rectangle",233,206,46,17,"hsa:84992",NA,"PIGY",0
"132","PGAP3, AGLA546, CAB2, PERLD1, PP1498, hCOS16","rectangle",325,869,46,17,"hsa:93210",NA,"PGAP3",100
"134","K25162","rectangle",324,933,46,17,NA,NA,NA,NA
"136","K27881","rectangle",376,968,46,17,NA,NA,NA,NA
"139","MPPE1, Cdc1, PGAP5","rectangle",480,968,46,17,NA,NA,NA,NA
"14","DPM2, CDG1U","rectangle",211,223,46,17,"hsa:8818",NA,"DPM2",0
"144","MPPE1, Cdc1, PGAP5","rectangle",594,1058,46,17,NA,NA,NA,NA
"146","MPPE1, Cdc1, PGAP5","rectangle",480,1058,46,17,NA,NA,NA,NA
"15","PIGQ, DEE77, EIEE77, GPI1, GPIBD19, MCAHS4, c407A10.1","rectangle",187,206,46,17,"hsa:9091",NA,"PIGQ",100
"155","K27886","rectangle",705,968,46,17,NA,NA,NA,NA
"16","PIGP, DCRC, DCRC-S, DEE55, DSCR5, DSRC, EIEE55, PIG-P","rectangle",233,189,46,17,"hsa:51227",NA,"PIGP",100
"166","K27880","rectangle",226,277,46,17,NA,NA,NA,NA
"17","PIGH, GPI-H","rectangle",187,189,46,17,"hsa:5283",NA,"PIGH",0
"18","PIGC, GPI2, GPIBD16, MRT62","rectangle",233,172,46,17,"hsa:5279",NA,"PIGC",100
"182","MPPE1, Cdc1, PGAP5","rectangle",594,968,46,17,NA,NA,NA,NA
"19","PIGX, PIG-X","rectangle",334,277,46,17,NA,NA,NA,NA
"191",NA,"rectangle",334,268,46,34,NA,NA,NA,NA
"192",NA,"rectangle",169,491,92,17,NA,NA,NA,NA
"193",NA,"rectangle",169,646,92,51,NA,NA,NA,NA
"194",NA,"rectangle",210,197,92,68,NA,NA,NA,NA
"195",NA,"rectangle",169,577,92,17,NA,NA,NA,NA
"196",NA,"rectangle",324,491,92,17,NA,NA,NA,NA
"197",NA,"rectangle",324,577,92,17,NA,NA,NA,NA
"198",NA,"rectangle",324,646,92,51,NA,NA,NA,NA
"21","PIGU, CDC91L1, GAB1, GPIBD21, NEDBSS, PIG-U","rectangle",169,663,46,17,"hsa:128869",NA,"PIGU",100
"22","PIGT, CGI-06, MCAHS3, NDAP, PIG-T, PNH2","rectangle",192,646,46,17,"hsa:51604",NA,"PIGT",100
"23","PIGS, DEE95, GPIBD18, PIG-S","rectangle",146,646,46,17,"hsa:94005",NA,"PIGS",100
"25","PIGM, GPI-MT-I","rectangle",334,260,46,17,"hsa:93183",NA,"PIGM",100
