"EC","Gene","total_genes","present_genes","percent"
"2.3.1.51","ABHD5",1,1,100
"2.7.1.153","PIK3CA; PIK3CD",2,0,0
"2.7.10.1","INSR",1,0,0
"2.7.11.1","AKT2",1,0,0
"3.1.1.3","PNPLA2",1,0,0
"3.1.1.79","LIPE",1,0,0
