"EC","Gene","total_genes","present_genes","percent"
"2.4.1.92","B4GALNT1",1,0,0
"2.4.3.9","ST3GAL5",1,0,0
"3.2.1.23","GLB1",1,0,0
"3.2.1.52","HEXA; HEXB",2,0,0
