"EC","Gene","total_genes","present_genes","percent"
"3.4.23.5","CTSD",1,1,100
"3.6.5.2","RAB7A",1,1,100
"5.6.1.7","HSPD1",1,1,100
"2.7.11.1","AKT2",1,0,0
