"entry_id","graphics_name","graphics_type","x","y","width","height","matched_ids","Correlated_EC","Gene","percent"
"10","CREBBP, CBP, KAT3A, MKHK1, RSTS, RSTS1...","rectangle",699,579,46,17,NA,NA,NA,NA
"11","CUL2","rectangle",544,716,46,17,NA,NA,NA,NA
"12","RBX1, BA554C12.1, RNF75, ROC1","rectangle",544,699,46,17,NA,NA,NA,NA
"13","ELOB, SIII, TCEB2","rectangle",498,733,46,17,NA,NA,NA,NA
"14","ELOC, SIII, TCEB1","rectangle",498,716,46,17,NA,NA,NA,NA
"15","VHL, HRCA1, RCA1, VHL1, pVHL","rectangle",498,699,46,17,NA,NA,NA,NA
"152","HIF-1 signaling pathway","roundrectangle",567,97,100,34,NA,NA,NA,NA
"153","HIF-1 signaling pathway","roundrectangle",567,583,100,34,NA,NA,NA,NA
"154","BAD, BBC2, BCL2L8","rectangle",910,330,46,17,NA,NA,NA,NA
"157","PRCC, RCCP1, TPRC","rectangle",854,511,46,17,NA,NA,NA,NA
"158","TFE3, MRXSPF, RCCP2, RCCX1, TFEA, bHLHe33","rectangle",909,511,46,17,NA,NA,NA,NA
"159","CDKN1A, CAP20, CDKN1, CIP1, MDA-6, P21, SDI1, WAF1, p21CIP1","rectangle",1022,511,46,17,NA,NA,NA,NA
"16","EGLN2, EIT-6, EIT6, HIF-PH1, HIFPH1, HPH-1, HPH-3, PHD1...","rectangle",416,708,46,17,NA,NA,NA,NA
"17","EPAS1, ECYT4, HIF2A, HLF, MOP2, PASD2, bHLHe73...","rectangle",296,632,46,17,NA,NA,NA,NA
"21","CUL2","rectangle",480,238,46,17,NA,NA,NA,NA
"22","RBX1, BA554C12.1, RNF75, ROC1","rectangle",480,221,46,17,NA,NA,NA,NA
"23","ELOB, SIII, TCEB2","rectangle",434,255,46,17,NA,NA,NA,NA
"24","ELOC, SIII, TCEB1","rectangle",434,238,46,17,NA,NA,NA,NA
"25","TGFB1, CED, DPD1, IBDIMDE, LAP, TGF-beta1, TGFB, TGFbeta...","rectangle",800,136,46,17,NA,NA,NA,NA
"26","TGFA, TFGA","rectangle",800,680,46,17,NA,NA,NA,NA
"27","PDGFB, IBGC5, PDGF-2, PDGF2, SIS, SSV, c-sis","rectangle",800,654,46,17,NA,NA,NA,NA
"29","FLCN, BHD, DENND8B, FLCL","rectangle",326,861,46,17,NA,NA,NA,NA
"30","FH, FMRD, HLRCC, HsFH, LRCC, MCL, MCUL1","rectangle",299,729,46,17,"hsa:2271","4.2.1.2","FH",100
"31","VEGFA, L-VEGF, MVCD1, VEGF, VPF","rectangle",800,110,46,17,NA,NA,NA,NA
"32","RAC1, MIG5, MRD48, Rac-1, TC-25, p21-Rac1","rectangle",580,455,46,17,NA,NA,NA,NA
"33","CRK, CRKII, p38...","rectangle",535,359,46,17,NA,NA,NA,NA
"34","RAPGEF1, C3G, GRF2","rectangle",620,358,46,17,NA,NA,NA,NA
"35","SOS1, GF1, GGF1, GINGF, HGF, NS4, SOS-1...","rectangle",413,424,46,17,NA,NA,NA,NA
"36","GRB2, ASH, EGFRBP-GRB2, Grb3-3, MST084, MSTP084, NCKAP2","rectangle",330,424,46,17,NA,NA,NA,NA
"37","EGLN2, EIT-6, EIT6, HIF-PH1, HIFPH1, HPH-1, HPH-3, PHD1...","rectangle",354,232,46,17,NA,NA,NA,NA
"38","VHL, HRCA1, RCA1, VHL1, pVHL","rectangle",434,221,46,17,NA,NA,NA,NA
