"entry_id","graphics_name","graphics_type","x","y","width","height","matched_ids","Correlated_EC","Gene","percent"
"10","Endocytosis","roundrectangle",73,247,81,25,NA,NA,NA,NA
"100","CYBB, AMCBX2, CGD, CGDX, GP91-1, GP91-PHOX, GP91PHOX, IMD34, NOX2, p91-PHOX","rectangle",1039,778,46,17,NA,NA,NA,NA
"101","CYBA, CGD4, p22-PHOX","rectangle",993,778,46,17,NA,NA,NA,NA
"102","NCF1, CGD1, NCF-1, NCF-47K, NCF1A, NOXO2, SH3PXD1A, p47-phox, p47phox","rectangle",814,838,46,17,NA,NA,NA,NA
"103","NCF2, NCF-2, NOXA2, P67-PHOX, P67PHOX","rectangle",860,838,46,17,NA,NA,NA,NA
"104","NCF4, CGD3, NCF, P40PHOX, SH3PXD4","rectangle",906,838,46,17,NA,NA,NA,NA
"105","RAC1, MIG5, MRD48, Rac-1, TC-25, p21-Rac1...","rectangle",1018,812,46,17,NA,NA,NA,NA
"108","DYNLL2, DNCL1B, Dlc2, RSPH22...","rectangle",364,571,46,17,"hsa:1778",NA,"DYNC1H1",100
"110","TUBA1B, K-ALPHA-1...","rectangle",387,616,46,17,NA,NA,NA,NA
"111","TUBB3, CDCBM, CDCBM1, CFEOM3, CFEOM3A, FEOM3, TUBB4, beta-4...","rectangle",387,633,46,17,NA,NA,NA,NA
"114","HGS, HRS","rectangle",364,439,46,17,NA,NA,NA,NA
"117","M6PR, CD-M6PR, CD-MPR, MPR 46, MPR-46, MPR46, SMPR","rectangle",363,755,46,17,NA,NA,NA,NA
"118","ATP6V1FP2...","rectangle",448,409,46,17,"hsa:23545;hsa:523;hsa:529;hsa:537","7.1.2.2","ATP6AP1; ATP6V0A2; ATP6V1A; ATP6V1E1",100
"119","LAMP1, CD107a, LAMPA, LGP120...","rectangle",363,705,46,17,"hsa:3920",NA,"LAMP2",0
"120","ATP6V1FP2...","rectangle",441,830,46,17,"hsa:23545;hsa:523;hsa:529;hsa:537","7.1.2.2","ATP6AP1; ATP6V0A2; ATP6V1A; ATP6V1E1",100
"122","MPO","rectangle",530,765,46,17,NA,NA,NA,NA
