"EC","Gene","total_genes","present_genes","percent"
"3.1.1.4","PLA2G4A",1,1,100
"1.4.3.4","MAOA",1,0,0
"3.1.4.11","PLCB1; PLCB3; PLCB4",3,0,0
"4.1.1.105","DDC",1,0,0
"4.1.1.28","DDC",1,0,0
