"EC","Gene","total_genes","present_genes","percent"
"1.14.14.18","HMOX1",1,1,100
"3.1.3.16","PTEN",1,1,100
"3.1.3.48","PTEN",1,1,100
"3.1.3.67","PTEN",1,1,100
"2.7.1.153","PIK3CA; PIK3CD",2,0,0
"3.1.4.11","PLCG2",1,0,0
"3.5.1.2","GLS",1,0,0
