"entry_id","graphics_name","graphics_type","x","y","width","height","matched_ids","percent"
"153","PINK1, BRPK, PARK6","rectangle",334,251,46,17,"hsa:65018",100
"154","PRKN, AR-JP, LPRS2, PARK2, PDJ","rectangle",490,251,46,17,"hsa:5071",100
"156","RPS27A, CEP80, HEL112, S27A, UBA80, UBC, UBCEP1, UBCEP80, eS31...","rectangle",664,251,46,17,NA,NA
"157","OPTN, ALS12, FIP2, GLC1E, HIP7, HYPL, NRP, TFIIIA-INTP","rectangle",825,307,46,17,NA,NA
"158","TBK1, AIARV, FTDALS4, IIAE8, NAK, T2K","rectangle",728,255,46,17,"hsa:29110",0
"159","SQSTM1, A170, DMRV, EBIAP, FTDALS3, NADGP, OSIL, PDB3, ZIP3, p60, p62, p62B","rectangle",825,267,46,17,NA,NA
"160","CALCOCO2, NDP52","rectangle",825,287,46,17,NA,NA
"161","NBR1, 1A1-3B, IAI3B, M17S2, MIG19","rectangle",825,327,46,17,NA,NA
"164","TAX1BP1, CALCOCO3, T6BP, TXBP151","rectangle",825,247,46,17,NA,NA
"169","ARIH1, ARI, HARI, HHARI, UBCH7BP","rectangle",489,223,46,17,NA,NA
"170","SIAH1, BURHAS, SIAH1A","rectangle",489,203,46,17,NA,NA
"171","HUWE1, ARF-BP1, HECTH9, HSPC272, Ib772, LASU1, MRXST, MULE, URE-B1, UREB1","rectangle",489,183,46,17,NA,NA
"172","AMFR, GP78, RNF45, SPG89","rectangle",489,143,46,17,NA,NA
"175","MUL1, C1orf166, GIDE, MAPL, MULAN, RNF218","rectangle",489,163,46,17,NA,NA
"176","SMURF1...","rectangle",489,123,46,17,NA,NA
"177","TRAF2, MGC:45012, RNF117, TRAP, TRAP3","rectangle",489,103,46,17,NA,NA
"178","MARCHF5, MARCH-V, MARCH5, MITOL, RNF153","rectangle",489,83,46,17,NA,NA
"181","FUNDC1","rectangle",739,531,46,17,NA,NA
"182","BNIP3, HABON, NIP3","rectangle",739,558,46,17,NA,NA
"183","BNIP3L, BNIP3a, NIP3L, NIX","rectangle",739,579,46,17,NA,NA
"184","BNIP3, HABON, NIP3","rectangle",439,764,46,17,NA,NA
"189","E2F1, E2F-1, RBAP1, RBBP3, RBP3","rectangle",319,737,46,17,NA,NA
"190","TP53, BCC7, BMFS5, LFS1, P53, TRP53","rectangle",319,813,46,17,NA,NA
"191","RRAS2, NS12, TC21...","rectangle",234,740,46,17,NA,NA
"193","SP1","rectangle",319,790,46,17,NA,NA
"195","FOXO3, AF6q21, FKHRL1, FKHRL1P2, FOXO2, FOXO3A","rectangle",234,850,46,17,NA,NA
"196","CITED2, ASD8, MRG-1, MRG1, P35SRJ, VSD2","rectangle",319,850,46,17,NA,NA
"198","RELA, AIF3BL3, CMCU, NFKB3, p65","rectangle",319,711,46,17,NA,NA
"2","TITLE:Mitophagy - animal","roundrectangle",135,58,190,25,NA,NA
"209","SRC, ASV, SRC1, THC6, c-SRC, p60-Src","rectangle",571,537,46,17,NA,NA
"210","ULK1, ATG1, ATG1A, UNC51, Unc51.1, hATG1","rectangle",571,575,46,17,NA,NA
"211","CSNK2A1, CK2A1, CKII, Cka1, Cka2, OCNDS...","rectangle",571,517,46,17,NA,NA
"216","PGAM5, BXLBV68","rectangle",571,488,46,17,NA,NA
"219","BCL2L13, BCL-RAMBO, Bcl2-L-13, MIL1","rectangle",739,605,46,17,NA,NA
"220","FKBP8, FKBP38, FKBPr38","rectangle",739,626,46,17,NA,NA
"221","MUL1, C1orf166, GIDE, MAPL, MULAN, RNF218","rectangle",739,647,46,17,NA,NA
"222","SAMM50, CGI-51, OMP85, SAM50, TOB55, TRG-3, YNL026W","rectangle",739,669,46,17,NA,NA
"223","NLRX1, CLR11.3, DLNB26, NOD26, NOD5, NOD9","rectangle",739,711,46,17,NA,NA
"224","PHB2, BAP, BCAP37, Bap37, PNAS-141, REA, hBAP, p22","rectangle",739,690,46,17,NA,NA
"225","MTX2, MDPS, metaxin-2...","rectangle",739,733,46,17,NA,NA
"227","EIF2AK3, PEK, PERK, WRS","rectangle",179,642,46,17,NA,NA
"228","EIF2S1, EIF-2, EIF-2A, EIF-2alpha, EIF2, EIF2A","rectangle",249,642,46,17,NA,NA
"229","ATF4, CREB-2, CREB2, TAXREB67, TXREB","rectangle",319,642,46,17,NA,NA
"232","MAPK8, JNK, JNK-46, JNK1, JNK1A2, JNK21B1/2, PRKM8, SAPK1, SAPK1c...","rectangle",249,674,46,17,NA,NA
"233","JUN, AP-1, AP1, c-Jun, cJUN, p39","rectangle",319,674,46,17,NA,NA
"243","FKBP8, FKBP38, FKBPr38...","rectangle",664,287,46,17,"hsa:9868;hsa:9927",100
"244","MFN2, CMT2A, CMT2A2, CMT2A2A, CMT2A2B, CPRP1, HMSN6A, HSG, MARF, MSL","rectangle",739,417,46,17,"hsa:9927",100
"246","OPA1, BERHS, MGM1, MTDPS14, NPG, NTG, largeG","rectangle",739,388,46,17,"hsa:4976",100
"248","VCP, CDC48, FTDALS6, TERA, p97","rectangle",822,405,46,17,NA,NA
"249","USP30","rectangle",705,331,46,17,NA,NA
"250","USP15, UNPH-2, UNPH4","rectangle",656,331,46,17,NA,NA
"253","GABARAP, ATG8A, GABARAP-a, MM46...","rectangle",928,287,46,17,NA,NA
"255","GABARAP, ATG8A, GABARAP-a, MM46...","rectangle",928,630,46,17,NA,NA
"257","ATG9B, APG9L2, NOS3AS, SONE...","rectangle",956,818,46,17,NA,NA
"258","TFEB, ALPHATFEB, BHLHE35, TCFEB","rectangle",319,906,46,17,NA,NA
"259","MITF, CMM8, COMMAD, MI, MITF-A, WS2, WS2A, bHLHe32","rectangle",319,885,46,17,NA,NA
"260","TFE3, MRXSPF, RCCP2, RCCX1, TFEA, bHLHe33","rectangle",319,927,46,17,NA,NA
"264","AMBRA1, DCAF3, WDR94","rectangle",219,287,46,17,NA,NA
"267","BECN2, BECN1L1, BECN1P1...","rectangle",391,163,46,17,NA,NA
"268","BCL2L1, BCL-XL/S, BCL2L, BCLX, Bcl-X, PPP1R52","rectangle",556,426,46,17,NA,NA
"269","HIF1A, HIF-1-alpha, HIF-1A, HIF-1alpha, HIF1, HIF1-ALPHA, MOP1, PASD8, bHLHe78","rectangle",319,757,46,17,NA,NA
"270","BNIP3L, BNIP3a, NIP3L, NIX","rectangle",439,785,46,17,NA,NA
"278","FIS1, CGI-135, TTC11","rectangle",685,929,46,17,NA,NA
"280","RAB5A, RAB5...","rectangle",745,824,46,17,NA,NA
"281","RAB5A, RAB5...","rectangle",824,824,46,17,NA,NA
"285","RAB7B, RAB7...","rectangle",745,894,46,17,"hsa:7879",100
"286","RAB7B, RAB7...","rectangle",824,894,46,17,"hsa:7879",100
"289","RABGEF1, RABEX5, RAP1, rabex-5","rectangle",785,784,46,17,NA,NA
"290","TBC1D15, RAB7-GAP...","rectangle",785,928,46,17,NA,NA
"294","MON1B, HSRG1, SAND2, SRG1...","rectangle",785,852,46,17,NA,NA
"295","CCZ1B, C7orf28A, C7orf28B, CCZ1, H_NH0577018.2...","rectangle",785,869,46,17,NA,NA
"300","PRKN, AR-JP, LPRS2, PARK2, PDJ","rectangle",234,906,46,17,"hsa:5071",100
"302","PRKN, AR-JP, LPRS2, PARK2, PDJ","rectangle",439,655,46,17,"hsa:5071",100
"306","Autophagy - animal","roundrectangle",391,137,91,25,NA,NA
"310","Apoptosis","roundrectangle",555,397,78,25,NA,NA
"311","Autophagy - animal","roundrectangle",930,327,91,25,NA,NA
"313","USP8, HumORF8, PITA4, SPG59, UBPY","rectangle",512,319,46,17,NA,NA
"314","TOMM40, C19orf1, D19S1177E, PER-EC1, PEREC1, TOM40...","rectangle",357,279,46,17,NA,NA
"315","TOMM70, TOMM70A, Tom70","rectangle",357,296,46,17,"hsa:9868",0
"316","TOMM20L, UNQ9438...","rectangle",311,296,46,17,NA,NA
"317","107986346...","rectangle",311,279,46,17,NA,NA
"318",NA,"rectangle",334,273,92,62,NA,NA
"319",NA,"rectangle",664,269,46,53,NA,NA
"320",NA,"rectangle",785,860,46,34,NA,NA
