"EC","total_genes","present_genes","percent"
"1.11.1.12",1,1,100
"2.3.1.57",1,1,100
"6.2.1.3",1,1,100
"6.3.2.2",1,1,100
"6.3.2.3",1,1,100
"1.16.3.1",2,1,50
"1.14.14.18",1,0,0
