"EC","total_genes","present_genes","percent"
"3.4.22.1",1,1,100
"3.6.5.5",1,1,100
"3.1.4.11",3,1,33.3333333333333
"2.3.2.31",2,0,0
"2.7.11.10",1,0,0
"2.7.7.84",1,0,0
