"EC","total_genes","present_genes","percent"
"2.4.1.22",1,1,100
"2.4.1.38",1,1,100
"2.4.1.90",1,1,100
"2.7.1.1",1,1,100
"2.7.1.11",1,1,100
"2.7.1.2",1,1,100
"2.7.7.12",1,1,100
"2.7.7.9",1,1,100
"3.2.1.10",1,1,100
"3.2.1.108",1,1,100
"3.2.1.20",1,1,100
"3.2.1.22",1,1,100
"3.2.1.23",1,1,100
"3.2.1.48",1,1,100
"3.2.1.62",1,1,100
"5.1.3.2",1,1,100
"5.1.3.3",1,1,100
"5.4.2.2",1,1,100
"2.7.1.6",1,0,0
"3.1.3.9",1,0,0
