"EC","total_genes","present_genes","percent"
"1.11.1.12",1,1,100
"1.14.14.80",1,1,100
"2.3.2.2",1,1,100
"3.4.19.13",1,1,100
"3.4.19.14",1,1,100
"5.3.99.5",1,1,100
"3.1.1.4",2,1,50
"1.1.1.141",1,0,0
"4.2.1.152",1,0,0
"5.4.4.7",1,0,0
