"EC","total_genes","present_genes","percent"
"2.3.1.51",1,1,100
"2.7.1.107",1,1,100
"2.7.1.153",2,2,100
"2.7.1.68",1,1,100
"2.7.10.1",1,1,100
"2.7.11.1",1,1,100
"3.6.5.5",2,2,100
"3.1.4.11",4,2,50
"3.1.1.4",1,0,0
