"EC","total_genes","present_genes","percent"
"2.4.1.133",1,1,100
"2.4.1.134",1,1,100
"2.4.1.135",1,1,100
"2.4.1.223",1,1,100
"2.4.2.26",2,2,100
"2.8.2.8",1,1,100
"2.4.1.224",3,2,66.6666666666667
"2.4.1.225",2,1,50
