"EC","total_genes","present_genes","percent"
"2.3.2.31",1,1,100
"3.2.1.106",1,1,100
"3.2.1.207",1,1,100
"3.2.1.209",1,1,100
"3.5.1.52",1,1,100
"2.4.99.18",2,1,50
"3.4.21.112",1,0,0
