"EC","total_genes","present_genes","percent"
"1.1.1.211",1,1,100
"1.1.1.35",1,1,100
"1.3.1.38",1,1,100
"1.3.1.93",1,1,100
"2.3.1.16",1,1,100
"3.1.2.22",1,1,100
"4.2.1.134",1,1,100
"4.2.1.17",2,2,100
"2.3.1.199",3,0,0
