"EC","total_genes","present_genes","percent"
"1.1.1.35",1,1,100
"1.14.14.23",1,1,100
"1.14.15.15",1,1,100
"1.3.3.6",1,1,100
"1.3.8.7",1,1,100
"2.3.1.176",1,1,100
"2.3.1.21",3,3,100
"2.3.3.10",2,2,100
"2.7.1.30",1,1,100
"3.1.1.34",1,1,100
"4.1.1.32",2,2,100
"4.2.1.17",1,1,100
"5.3.3.8",1,1,100
"6.2.1.3",1,1,100
"6.2.1.7",1,1,100
"1.17.99.3",1,0,0
