"EC","total_genes","present_genes","percent"
"1.1.1.363",1,1,100
"1.1.1.49",1,1,100
"1.2.4.1",3,3,100
"1.3.5.1",2,2,100
"1.8.1.7",1,1,100
"2.3.1.21",1,1,100
"2.4.1.11",2,2,100
"2.6.1.16",1,1,100
"2.7.1.153",2,2,100
"2.7.10.1",1,1,100
"2.7.11.1",1,1,100
"2.7.11.2",1,1,100
"3.1.3.16",1,1,100
"3.1.3.48",1,1,100
"3.1.3.67",1,1,100
"3.1.4.11",3,3,100
"3.4.23.5",1,1,100
"7.1.1.2",7,7,100
"7.1.1.8",1,1,100
"7.1.2.2",1,1,100
