"entry_id","graphics_name","graphics_type","x","y","width","height","matched_ids","percent"
"100","K00208","rectangle",754,590,46,17,NA,NA
"101","K00668","rectangle",704,619,46,17,NA,NA
"102","FASN, FAS, OA-519, SDR27X1","rectangle",704,600,46,17,NA,NA
"103","K00668","rectangle",704,517,46,17,NA,NA
"104","FASN, FAS, OA-519, SDR27X1","rectangle",704,498,46,17,NA,NA
"105","K00059","rectangle",754,405,46,17,NA,NA
"106","K00667","rectangle",704,424,46,17,NA,NA
"107","FASN, FAS, OA-519, SDR27X1","rectangle",704,405,46,17,NA,NA
"108","K00647","rectangle",754,320,46,17,NA,NA
"109","K00667","rectangle",704,329,46,17,NA,NA
"110","FASN, FAS, OA-519, SDR27X1","rectangle",704,310,46,17,NA,NA
"111","K00208","rectangle",612,590,46,17,NA,NA
"112","K00668","rectangle",562,619,46,17,NA,NA
"113","FASN, FAS, OA-519, SDR27X1","rectangle",562,600,46,17,NA,NA
"114","K00668","rectangle",562,517,46,17,NA,NA
"115","FASN, FAS, OA-519, SDR27X1","rectangle",562,498,46,17,NA,NA
"116","K00059","rectangle",612,405,46,17,NA,NA
"117","K00667","rectangle",562,424,46,17,NA,NA
"118","FASN, FAS, OA-519, SDR27X1","rectangle",562,405,46,17,NA,NA
"119","K00647","rectangle",612,320,46,17,NA,NA
"120","K00667","rectangle",562,329,46,17,NA,NA
"121","FASN, FAS, OA-519, SDR27X1","rectangle",562,310,46,17,NA,NA
"122","K00208","rectangle",470,590,46,17,NA,NA
"123","K00668","rectangle",420,619,46,17,NA,NA
"124","FASN, FAS, OA-519, SDR27X1","rectangle",420,600,46,17,NA,NA
"125","K00668","rectangle",420,517,46,17,NA,NA
"126","FASN, FAS, OA-519, SDR27X1","rectangle",420,498,46,17,NA,NA
"127","K00059","rectangle",470,405,46,17,NA,NA
"128","K00667","rectangle",420,424,46,17,NA,NA
"129","FASN, FAS, OA-519, SDR27X1","rectangle",420,405,46,17,NA,NA
"130","K00647","rectangle",470,320,46,17,NA,NA
"131","K00667","rectangle",420,329,46,17,NA,NA
"132","FASN, FAS, OA-519, SDR27X1","rectangle",420,310,46,17,NA,NA
"133","K00208","rectangle",328,590,46,17,NA,NA
"134","K00668","rectangle",278,619,46,17,NA,NA
"135","FASN, FAS, OA-519, SDR27X1","rectangle",278,600,46,17,NA,NA
"136","K00668","rectangle",278,517,46,17,NA,NA
"137","FASN, FAS, OA-519, SDR27X1","rectangle",278,498,46,17,NA,NA
"138","K00059","rectangle",328,405,46,17,NA,NA
"139","K00667","rectangle",278,424,46,17,NA,NA
"140","FASN, FAS, OA-519, SDR27X1","rectangle",278,405,46,17,NA,NA
"141","K00647","rectangle",328,320,46,17,NA,NA
"142","FASN, FAS, OA-519, SDR27X1","rectangle",278,310,46,17,NA,NA
"143","K00667","rectangle",278,329,46,17,NA,NA
"144","K00208","rectangle",187,590,46,17,NA,NA
"145","K00668","rectangle",137,619,46,17,NA,NA
"146","FASN, FAS, OA-519, SDR27X1","rectangle",137,600,46,17,NA,NA
"147","K01716","rectangle",187,498,46,17,NA,NA
"148","K00668","rectangle",137,517,46,17,NA,NA
"149","FASN, FAS, OA-519, SDR27X1","rectangle",137,498,46,17,NA,NA
"150","K00059","rectangle",187,405,46,17,NA,NA
"151","K00667","rectangle",137,424,46,17,NA,NA
"152","FASN, FAS, OA-519, SDR27X1","rectangle",137,405,46,17,NA,NA
"153","K00667","rectangle",137,329,46,17,NA,NA
"154","FASN, FAS, OA-519, SDR27X1","rectangle",137,310,46,17,NA,NA
"155","MCAT, FASN2C, MCT, MCT1, MT, NET62, OPA15, fabD","rectangle",300,227,46,17,"hsa:27349",100
"156","K00668","rectangle",250,227,46,17,NA,NA
"157","FASN, FAS, OA-519, SDR27X1","rectangle",250,208,46,17,NA,NA
"158","K11533","rectangle",187,190,46,17,NA,NA
"159","K00668","rectangle",137,197,46,17,NA,NA
"160","FASN, FAS, OA-519, SDR27X1","rectangle",137,178,46,17,NA,NA
"161","ACACA, ACAC, ACACAD, ACACalpha, ACC, ACC1, ACCA, ACCalpha, Acac1, hACC1...","rectangle",275,147,46,17,"hsa:31;hsa:32",100
"162","beta-Alanine metabolism","roundrectangle",482,183,130,25,NA,NA
"232","K11533","rectangle",137,348,46,17,NA,NA
"233","K11533","rectangle",278,348,46,17,NA,NA
"234","K11533","rectangle",420,348,46,17,NA,NA
