"entry_id","graphics_name","graphics_type","x","y","width","height","matched_ids","percent"
"105","MAN1A2, MAN1B...","rectangle",594,400,46,17,"hsa:11253",100
"116","MARCHF6, DOA10, FAME3, FCMTE3, MARCH-VI, MARCH6, RNF176, TEB4","rectangle",759,604,46,17,NA,NA
"117","SYVN1, DER3, HRD1","rectangle",760,693,46,17,NA,NA
"118","K14022","rectangle",806,709,46,17,NA,NA
"119","K14023","rectangle",760,676,46,17,NA,NA
"120","UBE2G1, E217K, UBC7, UBE2G...","rectangle",760,709,46,17,NA,NA
"123","HSPA5, BIP, GRP78, HEL-S-89n","rectangle",222,303,46,17,NA,NA
"128","N-Glycan biosynthesis","roundrectangle",323,250,92,34,NA,NA
"129","SEC63, DNAJC23, ERdj2, PCLD2, PRO2507, SEC63L...","rectangle",58,218,46,17,NA,NA
"13","TITLE:Protein processing in endoplasmic reticulum","roundrectangle",250,58,420,25,NA,NA
"130","BAK1, BAK, BAK-LIKE, BCL2L7, CDN1...","rectangle",640,457,46,17,NA,NA
"134","ATF6B, ATF6beta, CREB-RP, CREBL1, G13...","rectangle",423,478,46,17,NA,NA
"135","ERN1, IRE1, IRE1P, IRE1a, hIRE1p","rectangle",548,478,46,17,NA,NA
"136","EIF2AK3, PEK, PERK, WRS","rectangle",298,478,46,17,NA,NA
"137","MBTPS1, CAOP, PCSK8, S1P, SEDKF, SKI-1","rectangle",451,535,46,17,"hsa:8720",100
"138","MBTPS2, BRESEK, IFAP, KFSD, KFSDX, OI19, OLMSX, S2P","rectangle",451,556,46,17,NA,NA
"14","Protein export","roundrectangle",55,158,92,25,NA,NA
"148","XBP1, TREB-5, TREB5, XBP-1, XBP2","rectangle",489,630,46,17,NA,NA
"15","Apoptosis","roundrectangle",641,639,80,25,NA,NA
"159","WFS1, CTRCT41, WFRS, WFS, WFSL, DFNA6, DFNA14, DFNA38","rectangle",395,556,46,17,NA,NA
"16","Proteasome","roundrectangle",1144,357,92,25,NA,NA
"163","RAD23A, HHR23A, HR23A...","rectangle",1010,393,46,17,NA,NA
"164","UBQLN2, ALS15, CHAP1, DSK2, HRIHFB2157, N4BP4, PLIC2...","rectangle",1009,371,46,17,NA,NA
"165","NGLY1, CDDG, CDG1V, PNG-1, PNG1, PNGase","rectangle",1010,410,46,17,"hsa:55768",100
"166","UBE2J2, NCUBE-2, NCUBE2, PRO2121, UBC6...","rectangle",759,621,46,17,NA,NA
"167","UBE4B, E4, HDNB1, UBOX3, UFD2, UFD2A","rectangle",1062,371,46,17,NA,NA
"168","YOD1, DUBA-8, DUBA8, HIN-7, OTUD2, PRO0907","rectangle",1037,324,46,17,NA,NA
"169","ATXN3, AT3, ATX3, JOS, MJD, MJD1, SCA3...","rectangle",1062,393,46,17,NA,NA
"170","PLAA, DOA1, NDMSBA, PLA2P, PLAP","rectangle",1037,341,46,17,NA,NA
"171","HSPA1A, HEL-S-103, HSP70, HSP70-1, HSP70-1A, HSP70-2, HSP70.1, HSP70.2, HSP70I, HSP72, HSPA1...","rectangle",917,268,46,17,NA,NA
"172","SEL1L, Hrd3, NEDGSAF, NEDHGFA, PRO1063, SEL1-LIKE, SEL1L1...","rectangle",870,675,46,17,NA,NA
"173","SYVN1, DER3, HRD1","rectangle",905,692,46,17,NA,NA
"174","DERL2, CGI-101, DERtrin-2, F-LAN-1, F-LANa, FLANa, derlin-2...","rectangle",866,316,46,17,NA,NA
"175","OS9, ERLEC2, OS-9","rectangle",776,347,46,17,NA,NA
"176","HERPUD1, HERP, HERPUD1-IT1, Mif1, SUP","rectangle",859,692,46,17,NA,NA
"177","ERLEC1, C2orf30, CIM, CL24936, CL25084, HEL117, XTP3-B, XTP3TPB","rectangle",776,369,46,17,NA,NA
"178","UBE2J2, NCUBE-2, NCUBE2, PRO2121, UBC6...","rectangle",905,709,46,17,NA,NA
"179","SELENOS, AD-015, ADO15, SBBI8, SELS, SEPS1, VIMP","rectangle",916,658,46,17,NA,NA
"180","RBX1, BA554C12.1, RNF75, ROC1","rectangle",1061,675,46,17,NA,NA
"181","FBXO2, FBG1, FBX2, Fbs1, NFB42, OCP1...","rectangle",1015,709,46,17,NA,NA
"182","UBE2D4, HBUCE1...","rectangle",972,630,46,17,NA,NA
"183","DNAJA2, CPR3, DJ3, DJA2, DNAJ, DNJ3, HIRIP4, PRO3015, RDJ2...","rectangle",1018,604,46,17,"hsa:80331",100
"184","HSPA1A, HEL-S-103, HSP70, HSP70-1, HSP70-1A, HSP70-2, HSP70.1, HSP70.2, HSP70I, HSP72, HSPA1...","rectangle",1018,621,46,17,NA,NA
