"EC","total_genes","present_genes","percent"
"2.4.2.1",1,1,100
"2.7.1.23",1,1,100
"2.7.7.1",1,1,100
"2.7.7.18",1,1,100
"3.1.3.5",1,1,100
"3.1.4.1",1,1,100
"3.6.1.9",1,1,100
"6.3.5.1",1,1,100
"7.1.1.1",1,1,100
