"EC","total_genes","present_genes","percent"
"1.14.14.18",1,1,100
"1.8.1.9",1,1,100
"2.7.1.153",2,2,100
"2.7.11.1",1,1,100
"3.1.3.16",1,1,100
"3.1.3.48",1,1,100
"3.1.3.67",1,1,100
"3.1.4.11",4,4,100
"4.2.1.2",1,1,100
