"EC","total_genes","present_genes","percent"
"2.1.3.15",1,1,100
"2.3.1.21",1,1,100
"2.4.1.1",2,2,100
"2.4.1.11",2,2,100
"2.4.1.255",1,1,100
"2.6.1.16",1,1,100
"2.7.1.153",2,2,100
"2.7.10.1",1,1,100
"2.7.11.1",1,1,100
"3.1.3.16",1,1,100
"3.1.3.48",1,1,100
"3.1.3.67",1,1,100
"3.1.3.9",1,1,100
"4.1.1.32",2,2,100
"6.2.1.7",1,1,100
"6.3.4.14",1,1,100
"6.4.1.2",1,1,100
