"EC","total_genes","present_genes","percent"
"1.13.11.27",1,1,100
"1.13.11.5",1,1,100
"1.14.16.2",1,1,100
"1.14.17.1",1,1,100
"1.14.18.1",1,1,100
"1.4.3.4",1,1,100
"2.6.1.1",1,1,100
"2.6.1.5",1,1,100
"3.7.1.2",1,1,100
"4.1.1.105",1,1,100
"4.1.1.28",1,1,100
"5.2.1.2",1,1,100
