"EC","total_genes","present_genes","percent"
"1.1.1.27",2,2,100
"1.14.14.18",1,1,100
"1.2.4.1",3,3,100
"2.7.1.1",1,1,100
"2.7.1.11",1,1,100
"2.7.1.153",2,2,100
"2.7.10.1",1,1,100
"2.7.11.1",1,1,100
"2.7.2.3",1,1,100
"3.1.4.11",1,1,100
"4.1.2.13",2,2,100
"4.2.1.11",1,1,100
