"EC","total_genes","present_genes","percent"
"1.17.99.9",1,1,100
"1.3.5.1",2,2,100
"2.5.1.141",1,1,100
"3.6.1.1",1,1,100
"7.1.1.2",7,7,100
"7.1.1.8",1,1,100
"7.1.2.2",2,2,100
